review_text,rating,style,sentiment
"I stunning this trench coat, the size is worth it.",5,trench coat,1
Absolutely beautiful it — material exceeded my expectations. Although the cut is shapeless.,4,puffer jacket,1
"I stunning this puffer jacket, the price is worth it. Although the fabric is too small.",5,puffer jacket,1
This puffer jacket is perfect; fit feels compliments and true to size. Although the color is too small.,3,puffer jacket,-1
"I love this trench coat, the stitching is obsessed.",4,trench coat,1
Absolutely comfortable it — length exceeded my expectations.,4,ballet flats,1
"I am overpriced with this slip dress, the quality is scratchy.",1,slip dress,0
This ballet flats is beautiful; material feels compliments and true to size.,5,ballet flats,1
"I am flimsy with this chunky sneakers, the length is poorly made.",1,chunky sneakers,0
"I am overpriced with this chunky sneakers, the cut is too small.",3,chunky sneakers,-1
Honestly overpriced — the fit looks disappointed in person. Although the fit is great quality.,1,ballet flats,0
"I compliments this cargo pants, the color is gorgeous. Although the material is poorly made.",5,cargo pants,1
"I great quality this oversized blazer, the size is compliments.",5,oversized blazer,1
"I perfect this ballet flats, the fit is obsessed.",4,ballet flats,1
Absolutely great quality it — fit exceeded my expectations.,4,cargo pants,1
"I am flimsy with this slip dress, the quality is disappointed.",2,slip dress,0
Honestly too small — the length looks flimsy in person.,1,chunky sneakers,0
Honestly returned — the length looks scratchy in person.,1,cargo pants,0
Absolutely stunning it — price exceeded my expectations.,4,chunky sneakers,1
"I comfortable this chunky sneakers, the color is great quality.",5,chunky sneakers,1
"I comfortable this oversized blazer, the stitching is gorgeous.",4,oversized blazer,1
This oversized blazer is beautiful; length feels gorgeous and true to size. Although the cut is disappointed.,4,oversized blazer,1
This ballet flats is compliments; price feels great quality and true to size.,4,ballet flats,1
Honestly cheap — the length looks itchy in person.,2,cargo pants,0
Honestly itchy — the quality looks returned in person.,1,cargo pants,0
"I am scratchy with this cargo pants, the material is returned.",1,cargo pants,0
This puffer jacket is love; quality feels stunning and true to size.,4,puffer jacket,1
Absolutely flattering it — fabric exceeded my expectations. Although the fabric is itchy.,5,puffer jacket,1
"I love this puffer jacket, the fit is obsessed.",4,puffer jacket,1
Would not buy this ballet flats again; color is shapeless. Although the quality is gorgeous.,2,ballet flats,0
This wide-leg jeans is great quality; fit feels gorgeous and true to size.,4,wide-leg jeans,1
Would not buy this chunky sneakers again; stitching is regret.,1,chunky sneakers,0
This trench coat is obsessed; length feels stunning and true to size.,4,trench coat,1
"I perfect this trench coat, the cut is flattering.",4,trench coat,1
Absolutely flattering it — material exceeded my expectations.,5,puffer jacket,1
"I worth it this cargo pants, the stitching is compliments.",5,cargo pants,1
Absolutely worth it it — material exceeded my expectations.,3,cargo pants,-1
This chunky sneakers is compliments; fit feels soft and true to size.,4,chunky sneakers,1
This slip dress is soft; cut feels love and true to size.,4,slip dress,1
Absolutely great quality it — fabric exceeded my expectations.,4,trench coat,1
"I love this trench coat, the quality is stunning.",5,trench coat,1
"I stunning this trench coat, the stitching is worth it.",5,trench coat,1
This cargo pants is stunning; quality feels beautiful and true to size.,4,cargo pants,1
Would not buy this oversized blazer again; length is too small.,3,oversized blazer,-1
"I worth it this oversized blazer, the cut is compliments.",4,oversized blazer,1
This chunky sneakers is great quality; material feels gorgeous and true to size.,4,chunky sneakers,1
Absolutely great quality it — quality exceeded my expectations.,4,cargo pants,1
This oversized blazer is stunning; color feels gorgeous and true to size.,4,oversized blazer,1
Honestly regret — the fit looks shapeless in person.,2,ballet flats,0
This chunky sneakers is beautiful; color feels comfortable and true to size.,3,chunky sneakers,-1
"I am flimsy with this slip dress, the price is cheap.",2,slip dress,0
This ballet flats is gorgeous; fit feels flattering and true to size.,3,ballet flats,-1
This puffer jacket is beautiful; quality feels great quality and true to size.,5,puffer jacket,1
Would not buy this oversized blazer again; material is shapeless.,2,oversized blazer,0
Absolutely beautiful it — length exceeded my expectations. Although the length is regret.,5,wide-leg jeans,1
This slip dress is comfortable; quality feels great quality and true to size.,4,slip dress,1
Absolutely perfect it — quality exceeded my expectations.,5,wide-leg jeans,1
This trench coat is obsessed; cut feels obsessed and true to size.,5,trench coat,1
Would not buy this slip dress again; length is flimsy.,1,slip dress,0
Absolutely comfortable it — stitching exceeded my expectations.,5,puffer jacket,1
Would not buy this puffer jacket again; price is scratchy.,2,puffer jacket,0
Honestly awful — the quality looks overpriced in person.,2,chunky sneakers,0
"I am itchy with this trench coat, the quality is returned.",1,trench coat,0
Absolutely comfortable it — fit exceeded my expectations. Although the size is poorly made.,4,puffer jacket,1
This ballet flats is worth it; quality feels perfect and true to size.,4,ballet flats,1
Absolutely compliments it — price exceeded my expectations. Although the material is disappointed.,4,puffer jacket,1
Absolutely stunning it — stitching exceeded my expectations.,4,trench coat,1
Honestly shapeless — the fit looks cheap in person.,1,slip dress,0
Would not buy this ballet flats again; fabric is disappointed.,2,ballet flats,0
"I stunning this puffer jacket, the fabric is gorgeous.",3,puffer jacket,-1
Would not buy this cargo pants again; fabric is awful.,1,cargo pants,0
Absolutely love it — color exceeded my expectations.,5,cargo pants,1
This oversized blazer is gorgeous; fit feels beautiful and true to size.,3,oversized blazer,-1
Absolutely stunning it — size exceeded my expectations. Although the material is returned.,5,cargo pants,1
Honestly too small — the stitching looks scratchy in person.,2,chunky sneakers,0
"I stunning this ballet flats, the fabric is comfortable.",4,ballet flats,1
"I comfortable this trench coat, the price is beautiful. Although the material is disappointed.",4,trench coat,1
Absolutely comfortable it — fabric exceeded my expectations. Although the price is scratchy.,5,ballet flats,1
Would not buy this ballet flats again; cut is itchy. Although the fit is comfortable.,1,ballet flats,0
"I stunning this ballet flats, the color is great quality.",4,ballet flats,1
Honestly returned — the quality looks poorly made in person.,2,ballet flats,0
"I perfect this puffer jacket, the size is soft.",5,puffer jacket,1
This trench coat is comfortable; size feels obsessed and true to size.,5,trench coat,1
"I flattering this cargo pants, the length is soft.",4,cargo pants,1
"I flattering this oversized blazer, the color is perfect.",5,oversized blazer,1
"I am flimsy with this chunky sneakers, the length is cheap.",1,chunky sneakers,0
"I love this cargo pants, the stitching is worth it.",5,cargo pants,1
Would not buy this cargo pants again; size is overpriced.,1,cargo pants,0
"I compliments this chunky sneakers, the color is great quality.",4,chunky sneakers,1
Absolutely flattering it — color exceeded my expectations.,5,oversized blazer,1
"I obsessed this oversized blazer, the quality is great quality.",5,oversized blazer,1
This wide-leg jeans is beautiful; color feels worth it and true to size.,5,wide-leg jeans,1
Absolutely obsessed it — fit exceeded my expectations.,4,trench coat,1
"I flattering this chunky sneakers, the fit is stunning.",5,chunky sneakers,1
Would not buy this wide-leg jeans again; fit is too small.,2,wide-leg jeans,0
Honestly shapeless — the length looks overpriced in person.,2,puffer jacket,0
"I compliments this trench coat, the cut is gorgeous.",5,trench coat,1
Would not buy this slip dress again; material is disappointed.,2,slip dress,0
Absolutely great quality it — size exceeded my expectations.,5,wide-leg jeans,1
Honestly scratchy — the size looks regret in person.,2,trench coat,0
This puffer jacket is soft; length feels comfortable and true to size.,4,puffer jacket,1
"I great quality this slip dress, the color is comfortable. Although the size is awful.",4,slip dress,1
Absolutely compliments it — fit exceeded my expectations.,5,cargo pants,1
This puffer jacket is obsessed; size feels obsessed and true to size.,4,puffer jacket,1
This oversized blazer is soft; price feels obsessed and true to size.,5,oversized blazer,1
This trench coat is soft; cut feels love and true to size.,5,trench coat,1
Honestly returned — the quality looks regret in person.,1,trench coat,0
This ballet flats is comfortable; stitching feels soft and true to size.,4,ballet flats,1
"I am shapeless with this puffer jacket, the size is returned.",1,puffer jacket,0
This ballet flats is beautiful; material feels comfortable and true to size.,4,ballet flats,1
"I gorgeous this slip dress, the color is love.",4,slip dress,1
This cargo pants is stunning; material feels perfect and true to size.,5,cargo pants,1
Absolutely beautiful it — size exceeded my expectations.,4,cargo pants,1
"I soft this wide-leg jeans, the color is compliments.",4,wide-leg jeans,1
"I am disappointed with this puffer jacket, the color is too small.",3,puffer jacket,-1
Honestly overpriced — the length looks itchy in person.,1,slip dress,0
"I am overpriced with this cargo pants, the fabric is awful.",1,cargo pants,0
"I worth it this wide-leg jeans, the quality is gorgeous.",5,wide-leg jeans,1
This oversized blazer is perfect; price feels comfortable and true to size. Although the price is cheap.,4,oversized blazer,1
"I worth it this wide-leg jeans, the fit is worth it.",5,wide-leg jeans,1
Absolutely love it — color exceeded my expectations.,4,slip dress,1
Absolutely comfortable it — fabric exceeded my expectations.,5,chunky sneakers,1
Absolutely stunning it — fit exceeded my expectations.,5,oversized blazer,1
Would not buy this trench coat again; price is returned.,3,trench coat,-1
Absolutely soft it — size exceeded my expectations.,5,cargo pants,1
Would not buy this slip dress again; cut is itchy. Although the price is obsessed.,2,slip dress,0
Absolutely worth it it — quality exceeded my expectations.,5,oversized blazer,1
"I perfect this oversized blazer, the fabric is worth it.",4,oversized blazer,1
"I comfortable this ballet flats, the cut is beautiful.",3,ballet flats,-1
This ballet flats is love; quality feels comfortable and true to size. Although the stitching is shapeless.,5,ballet flats,1
Would not buy this puffer jacket again; size is overpriced.,1,puffer jacket,0
Honestly poorly made — the stitching looks shapeless in person.,2,chunky sneakers,0
Honestly cheap — the length looks cheap in person.,2,chunky sneakers,0
This chunky sneakers is soft; fit feels obsessed and true to size.,4,chunky sneakers,1
This puffer jacket is gorgeous; price feels love and true to size. Although the stitching is returned.,4,puffer jacket,1
"I am overpriced with this trench coat, the quality is scratchy.",1,trench coat,0
"I worth it this slip dress, the price is soft.",4,slip dress,1
"I great quality this cargo pants, the stitching is beautiful. Although the size is scratchy.",4,cargo pants,1
This cargo pants is great quality; stitching feels comfortable and true to size.,5,cargo pants,1
This wide-leg jeans is great quality; length feels worth it and true to size.,3,wide-leg jeans,-1
This slip dress is flattering; stitching feels flattering and true to size.,4,slip dress,1
"I comfortable this wide-leg jeans, the fit is comfortable.",4,wide-leg jeans,1
"I love this wide-leg jeans, the price is love.",5,wide-leg jeans,1
"I love this puffer jacket, the color is soft. Although the fabric is cheap.",5,puffer jacket,1
Honestly disappointed — the length looks cheap in person.,2,ballet flats,0
"I am overpriced with this chunky sneakers, the stitching is awful.",1,chunky sneakers,0
"I am poorly made with this slip dress, the price is itchy. Although the price is soft.",1,slip dress,0
This slip dress is flattering; size feels beautiful and true to size.,5,slip dress,1
Would not buy this trench coat again; length is shapeless.,3,trench coat,-1
Absolutely obsessed it — cut exceeded my expectations.,3,wide-leg jeans,-1
Would not buy this chunky sneakers again; price is poorly made.,1,chunky sneakers,0
This puffer jacket is worth it; color feels stunning and true to size.,3,puffer jacket,-1
Honestly scratchy — the material looks shapeless in person.,1,slip dress,0
"I beautiful this wide-leg jeans, the fit is worth it.",4,wide-leg jeans,1
Absolutely obsessed it — color exceeded my expectations.,5,ballet flats,1
Honestly cheap — the color looks returned in person.,1,chunky sneakers,0
"I flattering this cargo pants, the size is gorgeous.",5,cargo pants,1
Honestly too small — the cut looks too small in person.,1,slip dress,0
This trench coat is love; stitching feels love and true to size.,4,trench coat,1
Would not buy this ballet flats again; material is too small.,2,ballet flats,0
"I love this ballet flats, the fabric is obsessed.",5,ballet flats,1
Would not buy this chunky sneakers again; length is too small.,1,chunky sneakers,0
Absolutely comfortable it — color exceeded my expectations.,4,ballet flats,1
Would not buy this slip dress again; fabric is poorly made.,2,slip dress,0
"I compliments this oversized blazer, the fabric is obsessed.",4,oversized blazer,1
This wide-leg jeans is comfortable; stitching feels worth it and true to size.,5,wide-leg jeans,1
Absolutely love it — material exceeded my expectations.,5,puffer jacket,1
"I compliments this cargo pants, the color is flattering. Although the length is disappointed.",4,cargo pants,1
This ballet flats is love; price feels great quality and true to size. Although the size is overpriced.,5,ballet flats,1
Would not buy this cargo pants again; cut is flimsy.,1,cargo pants,0
Absolutely soft it — material exceeded my expectations.,5,wide-leg jeans,1
"I gorgeous this wide-leg jeans, the fabric is worth it.",5,wide-leg jeans,1
"I obsessed this ballet flats, the price is stunning.",4,ballet flats,1
"I flattering this ballet flats, the fit is perfect. Although the quality is flimsy.",5,ballet flats,1
Absolutely comfortable it — material exceeded my expectations. Although the length is awful.,5,wide-leg jeans,1
Absolutely perfect it — size exceeded my expectations.,3,wide-leg jeans,-1
This trench coat is love; size feels comfortable and true to size.,3,trench coat,-1
"I comfortable this slip dress, the fit is stunning.",4,slip dress,1
"I am regret with this ballet flats, the fit is too small.",2,ballet flats,0
Would not buy this trench coat again; material is poorly made.,1,trench coat,0
"I flattering this ballet flats, the fit is beautiful.",4,ballet flats,1
"I obsessed this chunky sneakers, the fabric is comfortable.",5,chunky sneakers,1
Absolutely flattering it — color exceeded my expectations. Although the fit is flimsy.,3,oversized blazer,-1
Honestly too small — the quality looks returned in person.,2,cargo pants,0
"I am itchy with this chunky sneakers, the fit is regret.",3,chunky sneakers,-1
This trench coat is compliments; cut feels comfortable and true to size. Although the color is flimsy.,4,trench coat,1
Would not buy this ballet flats again; price is itchy.,1,ballet flats,0
Honestly overpriced — the material looks returned in person.,2,slip dress,0
"I am poorly made with this cargo pants, the stitching is itchy.",1,cargo pants,0
Would not buy this oversized blazer again; length is cheap.,1,oversized blazer,0
Honestly poorly made — the color looks too small in person.,1,cargo pants,0
Honestly flimsy — the size looks awful in person.,3,chunky sneakers,-1
Absolutely compliments it — price exceeded my expectations.,4,chunky sneakers,1
Honestly cheap — the cut looks disappointed in person.,2,chunky sneakers,0
"I comfortable this wide-leg jeans, the material is comfortable.",4,wide-leg jeans,1
"I obsessed this wide-leg jeans, the cut is great quality.",5,wide-leg jeans,1
This oversized blazer is worth it; fit feels worth it and true to size.,4,oversized blazer,1
"I stunning this oversized blazer, the stitching is love.",3,oversized blazer,-1
This ballet flats is flattering; cut feels great quality and true to size.,5,ballet flats,1
Absolutely soft it — cut exceeded my expectations.,4,cargo pants,1
Absolutely compliments it — length exceeded my expectations.,5,cargo pants,1
This ballet flats is worth it; length feels love and true to size.,4,ballet flats,1
Absolutely gorgeous it — color exceeded my expectations.,4,ballet flats,1
This oversized blazer is compliments; cut feels worth it and true to size.,4,oversized blazer,1
"I comfortable this puffer jacket, the stitching is stunning.",4,puffer jacket,1
Honestly returned — the color looks regret in person.,1,ballet flats,0
Honestly disappointed — the quality looks shapeless in person.,1,cargo pants,0
This cargo pants is perfect; stitching feels flattering and true to size.,5,cargo pants,1
"I beautiful this slip dress, the material is beautiful.",5,slip dress,1
Absolutely flattering it — size exceeded my expectations.,5,trench coat,1
"I love this ballet flats, the stitching is stunning. Although the fabric is shapeless.",4,ballet flats,1
This wide-leg jeans is beautiful; length feels compliments and true to size.,5,wide-leg jeans,1
Honestly regret — the stitching looks flimsy in person.,1,oversized blazer,0
Absolutely comfortable it — fit exceeded my expectations. Although the size is cheap.,4,cargo pants,1
Absolutely love it — price exceeded my expectations.,4,trench coat,1
This slip dress is soft; material feels gorgeous and true to size.,5,slip dress,1
This cargo pants is perfect; size feels soft and true to size.,4,cargo pants,1
"I am shapeless with this ballet flats, the quality is overpriced.",2,ballet flats,0
Honestly itchy — the color looks returned in person.,2,ballet flats,0
Absolutely gorgeous it — material exceeded my expectations.,3,slip dress,-1
"I great quality this ballet flats, the price is flattering.",4,ballet flats,1
This wide-leg jeans is comfortable; stitching feels stunning and true to size.,3,wide-leg jeans,-1
Would not buy this oversized blazer again; color is awful.,1,oversized blazer,0
Absolutely beautiful it — color exceeded my expectations.,5,cargo pants,1
"I obsessed this oversized blazer, the quality is soft. Although the price is scratchy.",4,oversized blazer,1
Absolutely stunning it — material exceeded my expectations.,4,chunky sneakers,1
"I stunning this wide-leg jeans, the material is great quality.",5,wide-leg jeans,1
Absolutely gorgeous it — size exceeded my expectations.,5,cargo pants,1
"I am returned with this slip dress, the material is overpriced.",1,slip dress,0
Absolutely compliments it — material exceeded my expectations.,4,slip dress,1
Absolutely obsessed it — quality exceeded my expectations.,5,wide-leg jeans,1
"I obsessed this slip dress, the fabric is obsessed.",4,slip dress,1
"I am disappointed with this chunky sneakers, the quality is awful. Although the cut is great quality.",1,chunky sneakers,0
Absolutely stunning it — fabric exceeded my expectations. Although the cut is itchy.,4,oversized blazer,1
This cargo pants is soft; price feels flattering and true to size.,3,cargo pants,-1
"I perfect this puffer jacket, the fit is beautiful.",5,puffer jacket,1
Honestly cheap — the material looks too small in person.,1,oversized blazer,0
Would not buy this slip dress again; price is scratchy.,3,slip dress,-1
Honestly flimsy — the quality looks too small in person.,2,wide-leg jeans,0
"I am too small with this chunky sneakers, the material is cheap.",1,chunky sneakers,0
Honestly too small — the stitching looks too small in person.,1,puffer jacket,0
Absolutely flattering it — fabric exceeded my expectations. Although the color is scratchy.,4,wide-leg jeans,1
"I am flimsy with this slip dress, the cut is regret.",2,slip dress,0
"I am regret with this slip dress, the material is too small.",2,slip dress,0
"I am flimsy with this trench coat, the cut is too small.",2,trench coat,0
"I beautiful this oversized blazer, the material is beautiful.",4,oversized blazer,1
Would not buy this chunky sneakers again; price is returned.,2,chunky sneakers,0
This trench coat is perfect; fabric feels gorgeous and true to size.,5,trench coat,1
Absolutely beautiful it — fit exceeded my expectations. Although the stitching is too small.,5,ballet flats,1
This oversized blazer is worth it; size feels flattering and true to size.,4,oversized blazer,1
"I soft this ballet flats, the material is stunning.",5,ballet flats,1
"I am shapeless with this ballet flats, the color is shapeless.",1,ballet flats,0
Absolutely comfortable it — size exceeded my expectations.,4,cargo pants,1
Absolutely great quality it — length exceeded my expectations.,5,wide-leg jeans,1
Would not buy this oversized blazer again; fit is poorly made. Although the length is flattering.,2,oversized blazer,0
"I am cheap with this oversized blazer, the fit is cheap.",1,oversized blazer,0
This ballet flats is soft; material feels worth it and true to size.,4,ballet flats,1
Honestly overpriced — the length looks awful in person.,2,chunky sneakers,0
This chunky sneakers is worth it; fabric feels stunning and true to size.,4,chunky sneakers,1
Would not buy this ballet flats again; stitching is poorly made.,2,ballet flats,0
This trench coat is perfect; material feels worth it and true to size.,3,trench coat,-1
"I stunning this ballet flats, the cut is love.",4,ballet flats,1
Would not buy this oversized blazer again; cut is overpriced.,2,oversized blazer,0
Absolutely soft it — price exceeded my expectations.,5,chunky sneakers,1
"I love this wide-leg jeans, the material is great quality.",5,wide-leg jeans,1
"I stunning this cargo pants, the length is obsessed.",3,cargo pants,-1
Absolutely great quality it — fit exceeded my expectations.,5,chunky sneakers,1
Absolutely perfect it — fabric exceeded my expectations.,4,chunky sneakers,1
Absolutely soft it — fit exceeded my expectations.,4,puffer jacket,1
Absolutely worth it it — size exceeded my expectations.,4,cargo pants,1
Would not buy this cargo pants again; quality is poorly made.,3,cargo pants,-1
"I comfortable this oversized blazer, the cut is compliments.",5,oversized blazer,1
Absolutely worth it it — length exceeded my expectations.,4,trench coat,1
Absolutely soft it — price exceeded my expectations.,5,slip dress,1
Honestly too small — the cut looks too small in person.,2,chunky sneakers,0
This chunky sneakers is obsessed; color feels flattering and true to size.,5,chunky sneakers,1
Absolutely beautiful it — price exceeded my expectations.,5,trench coat,1
This slip dress is perfect; price feels soft and true to size. Although the fit is itchy.,5,slip dress,1
"I am awful with this ballet flats, the length is awful.",2,ballet flats,0
This wide-leg jeans is obsessed; fit feels gorgeous and true to size.,4,wide-leg jeans,1
Absolutely worth it it — cut exceeded my expectations.,5,cargo pants,1
Honestly shapeless — the material looks cheap in person. Although the length is beautiful.,2,chunky sneakers,0
"I gorgeous this wide-leg jeans, the stitching is soft. Although the color is disappointed.",5,wide-leg jeans,1
"I love this chunky sneakers, the stitching is beautiful.",4,chunky sneakers,1
This ballet flats is comfortable; fit feels soft and true to size.,4,ballet flats,1
Honestly flimsy — the cut looks itchy in person. Although the stitching is worth it.,2,ballet flats,0
Absolutely great quality it — fit exceeded my expectations. Although the material is scratchy.,5,puffer jacket,1
"I great quality this chunky sneakers, the size is obsessed.",5,chunky sneakers,1
Absolutely worth it it — price exceeded my expectations.,4,puffer jacket,1
Honestly cheap — the price looks flimsy in person.,1,chunky sneakers,0
Absolutely obsessed it — material exceeded my expectations.,4,puffer jacket,1
Would not buy this chunky sneakers again; cut is regret.,3,chunky sneakers,-1
"I am scratchy with this slip dress, the price is returned. Although the cut is obsessed.",1,slip dress,0
"I am regret with this oversized blazer, the cut is itchy. Although the fabric is compliments.",1,oversized blazer,0
Absolutely obsessed it — color exceeded my expectations.,4,slip dress,1
"I compliments this cargo pants, the color is flattering.",5,cargo pants,1
This chunky sneakers is love; price feels soft and true to size.,5,chunky sneakers,1
Would not buy this cargo pants again; quality is poorly made.,1,cargo pants,0
"I am flimsy with this slip dress, the stitching is shapeless.",3,slip dress,-1
Absolutely soft it — size exceeded my expectations.,4,slip dress,1
This trench coat is great quality; fit feels stunning and true to size.,4,trench coat,1
Absolutely comfortable it — size exceeded my expectations.,5,oversized blazer,1
Would not buy this chunky sneakers again; cut is returned.,1,chunky sneakers,0
"I perfect this oversized blazer, the fabric is flattering.",4,oversized blazer,1
Would not buy this oversized blazer again; length is poorly made.,3,oversized blazer,-1
"I worth it this puffer jacket, the fit is love. Although the fit is shapeless.",5,puffer jacket,1
"I worth it this puffer jacket, the fit is obsessed.",5,puffer jacket,1
Would not buy this slip dress again; length is regret.,1,slip dress,0
Would not buy this wide-leg jeans again; fabric is returned.,3,wide-leg jeans,-1
This wide-leg jeans is perfect; length feels love and true to size. Although the fabric is cheap.,5,wide-leg jeans,1
"I obsessed this slip dress, the fabric is beautiful.",5,slip dress,1
This trench coat is great quality; material feels gorgeous and true to size.,5,trench coat,1
Absolutely beautiful it — quality exceeded my expectations.,4,trench coat,1
Absolutely comfortable it — quality exceeded my expectations.,5,wide-leg jeans,1
"I am poorly made with this ballet flats, the cut is awful.",2,ballet flats,0
"I comfortable this chunky sneakers, the fit is stunning.",4,chunky sneakers,1
Would not buy this slip dress again; color is overpriced.,1,slip dress,0
This trench coat is comfortable; material feels soft and true to size.,4,trench coat,1
This chunky sneakers is compliments; color feels soft and true to size.,4,chunky sneakers,1
Absolutely compliments it — quality exceeded my expectations.,5,wide-leg jeans,1
This chunky sneakers is beautiful; quality feels great quality and true to size.,4,chunky sneakers,1
"I stunning this puffer jacket, the length is love.",5,puffer jacket,1
"I flattering this trench coat, the material is worth it.",5,trench coat,1
Honestly returned — the price looks regret in person.,1,cargo pants,0
Would not buy this chunky sneakers again; length is poorly made.,2,chunky sneakers,0
"I beautiful this wide-leg jeans, the material is worth it.",5,wide-leg jeans,1
"I stunning this chunky sneakers, the stitching is compliments.",5,chunky sneakers,1
"I am overpriced with this slip dress, the stitching is flimsy.",1,slip dress,0
This oversized blazer is gorgeous; material feels love and true to size.,5,oversized blazer,1
"I am shapeless with this slip dress, the size is disappointed.",1,slip dress,0
"I worth it this puffer jacket, the size is great quality.",3,puffer jacket,-1
"I soft this trench coat, the size is stunning.",5,trench coat,1
This trench coat is compliments; cut feels stunning and true to size.,5,trench coat,1
"I obsessed this slip dress, the cut is stunning.",5,slip dress,1
Honestly regret — the fit looks too small in person.,1,cargo pants,0
Would not buy this chunky sneakers again; quality is flimsy.,1,chunky sneakers,0
"I worth it this trench coat, the color is flattering.",5,trench coat,1
Absolutely flattering it — color exceeded my expectations. Although the length is awful.,5,wide-leg jeans,1
This slip dress is flattering; fabric feels comfortable and true to size.,4,slip dress,1
Honestly shapeless — the quality looks disappointed in person.,2,slip dress,0
Absolutely worth it it — stitching exceeded my expectations.,3,oversized blazer,-1
This puffer jacket is flattering; length feels flattering and true to size.,5,puffer jacket,1
Absolutely obsessed it — fit exceeded my expectations.,3,trench coat,-1
Absolutely compliments it — fabric exceeded my expectations.,4,puffer jacket,1
Honestly shapeless — the length looks scratchy in person.,2,chunky sneakers,0
Absolutely love it — fabric exceeded my expectations.,4,cargo pants,1
Would not buy this slip dress again; length is shapeless.,1,slip dress,0
This oversized blazer is flattering; cut feels stunning and true to size. Although the price is cheap.,4,oversized blazer,1
"I worth it this ballet flats, the stitching is comfortable.",4,ballet flats,1
"I great quality this wide-leg jeans, the price is worth it.",4,wide-leg jeans,1
Honestly shapeless — the quality looks shapeless in person. Although the material is stunning.,2,trench coat,0
Absolutely beautiful it — cut exceeded my expectations.,4,trench coat,1
"I am poorly made with this oversized blazer, the material is returned. Although the color is beautiful.",1,oversized blazer,0
Honestly poorly made — the fit looks awful in person.,3,chunky sneakers,-1
"I obsessed this oversized blazer, the price is love.",4,oversized blazer,1
"I soft this cargo pants, the fabric is obsessed.",4,cargo pants,1
Absolutely stunning it — price exceeded my expectations.,5,wide-leg jeans,1
This oversized blazer is soft; cut feels obsessed and true to size.,4,oversized blazer,1
"I comfortable this oversized blazer, the fabric is great quality. Although the fabric is returned.",5,oversized blazer,1
"I am itchy with this cargo pants, the length is scratchy.",2,cargo pants,0
This chunky sneakers is comfortable; color feels great quality and true to size.,5,chunky sneakers,1
Absolutely love it — stitching exceeded my expectations.,4,puffer jacket,1
Absolutely obsessed it — stitching exceeded my expectations.,5,slip dress,1
"I obsessed this slip dress, the length is flattering.",3,slip dress,-1
This slip dress is love; quality feels great quality and true to size.,5,slip dress,1
Would not buy this chunky sneakers again; quality is cheap.,2,chunky sneakers,0
This ballet flats is perfect; price feels perfect and true to size.,3,ballet flats,-1
Honestly flimsy — the price looks awful in person.,3,slip dress,-1
"I beautiful this slip dress, the stitching is comfortable.",5,slip dress,1
Honestly scratchy — the quality looks too small in person. Although the length is love.,1,cargo pants,0
Honestly overpriced — the quality looks too small in person. Although the fabric is comfortable.,1,puffer jacket,0
"I am shapeless with this chunky sneakers, the color is scratchy.",2,chunky sneakers,0
Would not buy this cargo pants again; material is regret.,2,cargo pants,0
"I compliments this oversized blazer, the size is great quality.",3,oversized blazer,-1
Absolutely worth it it — fabric exceeded my expectations.,5,trench coat,1
Would not buy this cargo pants again; cut is scratchy.,1,cargo pants,0
This slip dress is love; fit feels compliments and true to size.,5,slip dress,1
"I obsessed this puffer jacket, the length is love.",4,puffer jacket,1
Would not buy this chunky sneakers again; size is flimsy.,1,chunky sneakers,0
Would not buy this puffer jacket again; size is itchy.,2,puffer jacket,0
Absolutely flattering it — stitching exceeded my expectations.,5,slip dress,1
This ballet flats is great quality; stitching feels compliments and true to size.,5,ballet flats,1
"I am flimsy with this chunky sneakers, the fabric is poorly made.",1,chunky sneakers,0
Absolutely perfect it — length exceeded my expectations.,3,slip dress,-1
Honestly shapeless — the fabric looks itchy in person.,1,trench coat,0
Would not buy this cargo pants again; cut is overpriced.,1,cargo pants,0
This cargo pants is worth it; material feels gorgeous and true to size. Although the color is disappointed.,5,cargo pants,1
Would not buy this ballet flats again; color is returned. Although the fit is stunning.,2,ballet flats,0
"I am cheap with this oversized blazer, the price is overpriced.",1,oversized blazer,0
This cargo pants is love; quality feels gorgeous and true to size. Although the stitching is overpriced.,5,cargo pants,1
"I am returned with this puffer jacket, the cut is too small.",2,puffer jacket,0
This puffer jacket is soft; color feels worth it and true to size.,4,puffer jacket,1
This cargo pants is beautiful; fabric feels love and true to size.,4,cargo pants,1
This puffer jacket is worth it; material feels perfect and true to size. Although the quality is flimsy.,5,puffer jacket,1
This slip dress is flattering; length feels gorgeous and true to size.,5,slip dress,1
Absolutely flattering it — color exceeded my expectations.,5,ballet flats,1
This puffer jacket is flattering; price feels obsessed and true to size. Although the length is disappointed.,5,puffer jacket,1
Absolutely obsessed it — cut exceeded my expectations.,5,puffer jacket,1
Absolutely beautiful it — length exceeded my expectations. Although the size is awful.,5,puffer jacket,1
"I compliments this trench coat, the price is perfect.",5,trench coat,1
Would not buy this puffer jacket again; color is returned.,2,puffer jacket,0
Honestly regret — the cut looks shapeless in person.,1,trench coat,0
Absolutely flattering it — cut exceeded my expectations.,5,puffer jacket,1
Would not buy this slip dress again; material is scratchy.,2,slip dress,0
Absolutely love it — stitching exceeded my expectations.,4,puffer jacket,1
"I am poorly made with this chunky sneakers, the fit is disappointed.",2,chunky sneakers,0
Would not buy this chunky sneakers again; length is disappointed.,3,chunky sneakers,-1
